TEXT,actual_label,predicted_label,is_correct
"cheap cla . lis soft , tabs online , viagra ' s newest rival c ! alis has been around for a while now but it has never been this cheap ! ! ! ! ! only $ 3 . 99 each now available in softtabs find out more here re . move me ",not_spam,not_spam,True
"we have all your health products we have all your health products breakthrough in medical science has enabled a team of 14 specialized doctors to create a pill designed specifically for p e n i s enlargement . just look @ : http : / / www . cortk 22 . us / vp / ? mason 55 become the sexual stud and achieve multiple climaxes without downtime and give your partner the orgasm they dreamed about ! look @ http : / / www . cleaxs . us / alpha / ? mason 55 human growth hormone - known as hgh is referred to in medical science as the master hormone . this is what the movie star use to stay young looking . . more about this @ http : / / www . 11 dot . us / hgh / ? mason 55 it ' s new , it ' s safe its the most advanced penis enlargement solution ! it ' s 100 % guaranteed to enlarge your p e n i s . more info here . . http : / / www . turpsz . us / patch / ? mason 55 diet patch is a 100 % percent all natural product that produces no side effects or allergic reactions and is completely safe to use . learn more here : http : / / www . rty 22 . us / welo / ? mason 55 our breastsuccess pills will enhance breast fullness , 1 - 3 cup sizes enhance breast firmness , give you confidence and attention you deserve . 100 % satisfaction guaranteed ! look here @ http : / / www . hopasz . us / breast / ? mason 55 attract the opposite sex with real human pheromones ! this ones cool , check it out @ : http : / / www . wpzza . us / pher / ? mason 55 party like a pro and wake - up ready to go ! hangover magic is the finest all - natural supplement that cures hangovers before they happen ! more info here : http : / / www . hortu . us / hang / ? mason 55 cleanactpro offers such feature as secure file deletion ( cleanactpro overwrites files with data , then removes them , leaving the files untraceable ) . to much to talk about here a must see to understand . . go to : http : / / www . flickz . us / cleanact / ? mason 55 paliourg @ iit . demokritos . gr go here or to any link on this direct email advertisement to o p t o f f our database . . . http : / / www . 11 dot . us / pher / o . html sincerely , pablo fischer ",promotion,financial,False
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,promotion,promotion,True
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,not_spam,not_spam,True
Congratulations! You've been selected for a VIP experience at our upcoming event.,lottery,lottery,True
Lol they don't know about my awesome phone. I could click delete right now if I want.,not_spam,not_spam,True
I guess it is useless calling u 4 something important.,not_spam,not_spam,True
"re : meter # : 1266 ; august 2000 / allocation exception should i roll this deal to cover august 2000 activity ? volumes todate are as follows : 82 mm 8 / 16 85 mm 8 / 17 65 mm 8 / 18 57 mm 8 / 19 60 mm 8 / 20 sitara ticket # : 363514 these small meter flows are causing allocation exceptions for august . - - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 21 / 2000 01 : 27 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : robert e lloyd 08 / 11 / 2000 03 : 17 pm to : howard b camp / hou / ect @ ect , rita wynne / hou / ect @ ect cc : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect subject : re : meter # : 1266 ; july 2000 activity / allocation exception fyi - - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 11 / 2000 03 : 16 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : robert e lloyd on 08 / 11 / 2000 03 : 16 pm to : lee l papayoti / hou / ect @ ect cc : subject : re : meter # : 1266 ; july 2000 activity / allocation exception the volumes are as follows : july lst 414 mmbtu july 31 12 mmbtu total : 426 mmbtu ' s also , the sitara deal # is : 363514 from : lee l papayoti on 08 / 11 / 2000 02 : 02 pm to : robert e lloyd / hou / ect @ ect cc : howard b camp / hou / ect @ ect , pat clynes / corp / enron @ enron subject : re : meter # : 1266 ; july 2000 activity / allocation exception please set up a ticket priced at gas daily houston ship channel midpoint minus $ 0 . 03 also , can you let me know the exact volumes in question on july 1 and july 31 ? dorcheus wants to know . me too . thanks lee to : lee l papayoti / hou / ect @ ect cc : howard b camp / hou / ect @ ect , pat clynes / corp / enron @ enron subject : re : meter # : 1266 ; july 2000 activity / allocation exception just a reminder that "" allocation close "" is monday , august 14 th . a sitara ticket is needed to set up an acctg . arrangement which will eliminate the allocation exception for meter # 981266 { victoria station # 2 / brandywine } . from : lee l papayoti on 08 / 09 / 2000 03 : 33 pm to : robert e lloyd / hou / ect @ ect cc : subject : re : meter # : 1266 ; july 2000 activity / allocation exception i ' ll get you a price tomorrow when i meet with him . . . from : robert e lloyd 08 / 09 / 2000 12 : 50 pm to : lee l papayoti / hou / ect @ ect cc : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , rita wynne / hou / ect @ ect , howard b camp / hou / ect @ ect subject : meter # : 1266 ; july 2000 activity / allocation exception i spoke with bob dorcheus , brandywine about this issue and he suggest you and he get together and agree on a price because the gas flowed into the plant . this gas flowed without a nomination . - - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 09 / 2000 12 : 47 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - enron north america corp . from : gary a hanks 08 / 09 / 2000 11 : 27 am to : robert e lloyd / hou / ect @ ect cc : earl tisdale / hou / ect @ ect , pat clynes / corp / enron @ enron , rita wynne / hou / ect @ ect , howard b camp / hou / ect @ ect subject : meter # : 1266 ; july 2000 activity / allocation exception the volumes on meter # 1266 for 7 / 1 / 00 and 7 / 31 / 00 are valid gas flow . 7 / 1 / 00 volumes are carry over from june activity ( meter was shut in a little after 9 : 00 am on 7 / 1 / 00 ) . 7 / 31 / 00 volumes were caused by the plant bringing on the meter before 9 : 00 am on 8 / 1 / 00 . if you have any questions please call . 36449 . thanks gary h - - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 08 / 09 / 2000 11 : 18 am - - - - - - - - - - - - - - - - - - - - - - - - - - - from : robert e lloyd 08 / 09 / 2000 11 : 17 am to : gary a hanks / hou / ect @ ect , earl tisdale / hou / ect @ ect cc : pat clynes / corp / enron @ enron , rita wynne / hou / ect @ ect , howard b camp / hou / ect @ ect subject : meter # : 1266 ; july 2000 activity / allocation exception please verify the volume on meter # : 1266 for july lst & 31 st are valid gas flow . brandywine did not nominate any activity at this meter for july 2000 .",financial,financial,True
	We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mi? Reply or call 08000930705 NOW,promotion,promotion,True
"stock market standouts infotex holdings inc ( otc : ifxh ) small emerging growth technology integration firm that helps companies build and manage network infrastructures ( source : news 4 / 13 / 05 ) current price : $ 1 . 25 please watch this one trade . and watch for more news that may impact the stock moving forward . about infotex holdings inc ( otc : ifxh ) ( source : company website ) infotex holdings , inc . ( other otc : ifxh . pk ) is a highly diversified emerging growth digital technology company , striving to be an international leader in enabling information technologies and total solution development . this includes : professional services , integrated information technology and program management support services and solutions , advanced software integration , data encryption , high assurance information systems , trusted data , digital identification and artificial intelligence , to federal agencies and businesses in the u . s . and around the world . infotex utilizes these technologies to develop trust worthy solutions to electronic commerce over networks , the internet and domain - level intranets . infotex ' s differentiator is to provide quantum leap technologies that deliver the best solution , with the highest quality and performance at the most reasonable cost . the company ' s strategy is to develop technologies through to the final production phase . with the intention of bringing the product to market via the establishment of collaborative joint ventures and / or out - licensing . infotex consistently delivers high - quality , innovative business - driven technology solutions , on time and on budget , to federal agencies and businesses in the u . s . and around the world . we are partnered closely with numerous u . s . and foreign government clients and commercial entities , providing them with superior service and best - practice , state of the art solutions across scores of assignments . we strive to create dynamic and flexible solutions in areas such as program , management , grants management , systems security , systems engineering , software development , and operations and maintenance that not only solve immediate problems , but through our foresight also accommodates evolving and ongoing challenges . recent headlines - ( source : recent press releases ) . go to your favorite financial website and read the full stories . . 1 ) infotex holdings , inc . announced today that it is in negotiations to purchase medical messenger , inc . medical messenger is an electronic medical records company specializing in the portability of medical records . the company has developed an end - to - end electronic records system that places a mirror image of the patient ' s records on an electronic storage device and at the remote storage facility in atlanta , ga . 2 ) numericom , inc . completes acquisition of the assets of infotex holdings , ltd . 3 ) numericom , inc . announced today that it is in negotiations to purchase computer security systems , inc . cssi has developed software and transaction verification modules that greatly reduce the incidents of identity theft to the public at large in face to face credit card transactions and in distance - based credit card transactions . cssi also offers the option to the consumer of providing fingerprint protection to certify the identify of the consumer engaged in the transaction . please watch this one trade . these little stocks can surprise in a big way sometimes . . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ information within this email contains forward looking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , expectations , beliefs , plans , projections , objectives , goals , assumptions or future events or performance are not statements of historical fact and may be forward looking statements . forward looking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . forward looking statements in this action may be identified through the use of words such as projects , foresee , expects , will , anticipates , estimates , believes , understands or that by statements indicating certain actions may , could , or might occur . as with many microcap stocks , today ' s company has additional risk factors that raise doubt about its ability to continue as a going concern . today ' s featured company is not a reporting company registered under the securities act of 1934 and hence there is limited information available about the company . other factors include a limited operating history , a nominal cash position and nominal revenues in its most recent quarter . the company is going to need financing . if that financing does not occur , the company may not be able to complete some proposed transactions and the company may not be able to continue as a going concern in which case you could lose your entire investment . other risks and uncertainties include , but are not limited to , the ability of the company to complete its business plan , reliance on key personnel , market conditions , the general acceptance of the company ' s products and technologies , competitive factors , timing , and other risks associated with their business . the publisher of this newsletter does not represent that the information contained in this message states all material facts or does not omit a material fact necessary to make the statements therein not misleading . all information provided within this email pertaining to investing , stocks , securities must be understood as information provided and not investment advice . the publisher of this newsletter advises all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this email . none of the material within this report shall be construed as any kind of investment advice or solicitation . many of these companies are on the verge of bankruptcy . you can lose all your money by investing in this stock . the publisher of this newsletter is not a registered investment advisor . subscribers should not view information herein as legal , tax , accounting or investment advice . any reference to past performance ( s ) of companies are specially selected to be referenced based on the favorable performance of these companies . you would need perfect timing to acheive the results in the examples given . there can be no assurance of that happening . remember , as always , past performance is never indicative of future results and a thorough due diligence effort , including a review of a company ' s filings when available , should be completed prior to investing . in compliance with the securities act of 1933 , sectionl 7 ( b ) , the publisher of this newsletter is contracted to receive fourty thousand dollars from a third party , not an officer , director or affiliate shareholder for the circulation of this report . be aware of an inherent conflict of interest resulting from such compensation due to the fact that this is a paid advertisement and is not without bias . the party that paid us has a position in the stock they will sell at anytime without notice . this could have a negative impact on the price of the stock , causing you to lose money . all factual information in this report was gathered from public sources , including but not limited to company websites and company press releases . the publisher of this newsletter believes this information to be reliable but can make no guarantee as to its accuracy or completeness . use of the material within this email constitutes your acceptance of these terms . ",otp,financial,False
"vlagra : discreet , no prescription , fast shipping ! today ' s special : v - i - a - g - r - a , retails for $ 15 , we sell for as low as $ 1 . 90 ! ! ! - private online ordering ! - world wide shipping ! - no prescription required ! ! check it out : http : / / www . zbaqooqk . info / 92 / mimi nesbittwanker gibson law qwertyl 2 electricfool joanna wombat concept stingl mimi cherry jamesl marcus gary khantarzan miranda raptor e - mail twins zhongguo sugar mollylcanela bird justinl asdfghjk jkmdan tanya cuddles sasha wombat gray ",not_spam,not_spam,True
how's things? Just a quick question.,not_spam,not_spam,True
resume - robert goerner following is the resume of robert goerner . he is currently at reliant doing pipeline accounting . his salary is at $ 52 k . he was referred by karen lindley .,financial,financial,True
"fw : ercot here ' s the link to the ercot page . - - - - - original message - - - - - from : imai , rika sent : wednesday , june 06 , 2001 3 : 55 pm to : hull , bryan subject : re : ercot for the interm , please use the following link there is a limit of 10 connections so not all of the people will necessarily be able to attach to it at once - - - - - original message - - - - - from : hull , bryan sent : wednesday , june 06 , 2001 10 : 23 am to : imai , rika subject : ercot rika , any word on access to the ercot website ? thanks , bryan",not_spam,not_spam,True
"meter 7266 daren - can you set up a deal for meter 7266 ? an accounting arrangement is always created every month . it is used for the texas general land storage deal , ( withholding 15 % on their injections only ) . it has been nominated in pops on 012 - 41500 - 05 - 002 . please let me know , volume management wants to get bammel allocated today . thanks . aimee",financial,financial,True
"global octanes daren , sitara has two different prices for may 31 , 2001 causing a problem . according to lee papayoti , the price for the swing volumes should behsc _ flw + 1 high . gdp . d . a . however it is priced at hsc . gdp . d . a with the 31 st being priced at both . this is causing settlements to be overstated by 419 mmbtu and $ 1 , 432 . 66 . any help you could give would be greatly appreciated . my phone # is 713 - 571 - 3273 . - - - - - forwarded by jack t peebles / aepin on 06 / 25 / 01 02 : 47 pm - - - - - lee l papayoti to : jack t peebles / aepin @ aepin cc : 06 / 25 / 01 subject : global octanes 01 : 13 pm jack i tried to get into the sitara ticket # 373590 to correct the swing pricing . . . . but i am not allowed to access it beacuse it is a deal from when we were at enron and i can ' t access those deals . . . . please ask joanie or somebody as to what to try next , as i am at a loss ! ! lee",promotion,promotion,True
"the healing begins now sun , 19 dec 2004 10 : 17 : 36 - 0500 wholesale rx - http : / / organ . lmffhmll . info / ? btdt 7 j 629 acjab 5 aeschylus take a step into the future and join the millions of people already using rx meds online . best - prices in meds - most of our products priced 30 percent less than normal . no prior rx required - shipped - direct to your door . you don ' t want to miss this - http : / / contradistinct . lmffhmll . info / ? btdt 7 j 629 acjab 5 dozen earl archaic goff no more ads : - http : / / beaumont . emkfmnjn . info / corrector ? llndhnmipqstklldwyer ",promotion,not_spam,False
"new paycheck information ! introducing your first sap paycheck ! this is the first payroll processed in sap for all employees paid out of corporate payroll . you may notice some changes in the way information is reflected on your pay advice , the most common are itemized below . what  , s different ? ? your  + home  , cost center will be displayed at the top of the pay advice . this is your department number as designated in the hr and financial modules of sap . ? any earnings descriptions that start with a  + p  , represent earning types reported in the prior period . for instance , if you reported vacation time for the july lst - 15 th pay period , it will be reflected on your july 31 st pay advice as  + pvacation  , . ? flex dollars will appear on the earnings section of the pay advice instead of as a credit in the deduction section . the various benefit deductions will remain itemized in the deduction section . ? if you transfer between enron companies during the year , your year  ) to - date totals will carry forward to the new company pay advice . previously , the year - to - date totals started over when transferred to another company . this change will provide your total enron earnings and deduction amounts on your pay advice throughout the year . ( note that your w 2 at the end of the year will reflect your earnings by company ) . ? for salaried employees , any reported exception time ( e . g . vacation , sick day , etc . ) will be reflected on the earnings section with hours only , the related dollar amount will be included in the  + salary  , earnings type . ? for any other information or further explanations regarding your payroll contact the payroll call center at 713 - 345 - 5555 payroll faq  , s my paycheck has a line called  & other deductions  8 , what does that stand for ? there is a fixed amount of lines to print deductions on the paycheck . for some employees , the number of deductions are more than we have room to print . in this circumstance , the system totals all remaining deductions and prints them on one line  ) titled  & other deductions  8 . the detail of all deductions can be viewed on the pay advice that is displayed on the intranet at ehronline . enron . com . what do the earnings or deduction codes on my paycheck mean ? these definitions are listed on the payroll webpage located at hrweb . enron . com , select enron payroll from the side index . why is my overtime not reflected on my paycheck ? overtime is paid one pay period in arrears , therefore it will be reflected in the next pay period . for example , if you reported overtime for the july lst  ) 15 th pay period , it will be reflected on your july 31 st pay advice as  + povertime  , . what is the limit for social security ( fica ) ? for year 2000 the limit is $ 4 , 724 . 40 on a wage base of $ 76 , 200 . this limit is applied to each enron payroll tax company . therefore , if you transfer to another enron company these limits will start over , however , the total amount withheld across all companies will be reflected on your paystub . excess fica will be credited to you by the irs via your tax return . what federal income tax rate is used for my bonus or when i exercise stock options ? there is a standard federal income tax rate of 28 % for these earnings . this can be higher if the employee has completed a supplemental tax form requesting a higher rate ( this form can be found at hrweb . enron . com , select enron payroll from the side index ) .",otp,financial,False
"re : fw : cornhusker - lone star payments i looked at the service records and , for oct 2000 through april 2001 , we have paid $ 381 , 263 . 04 to txu for transport . we have another $ 159 , 745 . 14 in draft status . the two amounts total $ 541 , 008 . 18 . i ' m not sure why we have items in draft status . antoinette beale handles the transport payments and i think she is out today . i know she was having trouble with the volumes coming over . i have left her a message to call me when she gets back so we can finalize those payments . the may 2001 estimates total $ 57 , 249 . 44 in the system . let me know if you need any more information . megan x 5 - 7480 from : daren j farmer / enron @ enronxgate on 07 / 06 / 2001 11 : 35 am to : megan parker / corp / enron @ enron cc : subject : fw : cornhusker - lone star payments megan , are you able to get this information ? d - - - - - original message - - - - - from : hill , garrick sent : friday , july 06 , 2001 8 : 12 am to : armstrong , james ; farmer , daren j . subject : cornhusker - lone star payments importance : high section 6 . 4 of tenaska iv ' s gas transportation agreement with lone star requires the shipper to pay transporter $ 1 , 040 , 000 in transportation fees and / or deficienty payments from the initial delivery date through december 31 , 2003 . do we know what the payments to lone star have been to date ? if not , can we find out by contacting lone star ? rh",financial,financial,True
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,not_spam,not_spam,True
full stock of all your p # harmacy needs ! n 9 glycerophosphoric homolog designer fourcher lenticula mastectomy . programer extrapelvic spiffing doesn microcentrosome . redshirted extrasystole isogenous pseudoviaduct tongued unconsonant . undisadvantageous shahdoms vaugnerite estuarine armholes flask jouk . palaeography haffet nonheritor choloidic bedchamber lutianid misled gratifies pillmonger ciliata . somatotyper apomecometry proceduring streptobacillus unsoluble . thingman when . trichophore algorithms unblanched felon parameterize bribetaker when scuta stearone implicational . superorganize steamtight pavanes dukely presympathize stabile unglorifying trichophore outlearn . foreganger cholos aquascutum shog ruck unproportionality filmsets mega misbill . mismated pedobaptist aquascutum leached incapabilities consulage charlesworth compriest . epinephrine ciboule snooperscope nychthemer proddle preobstruction esophagectomy amusively . peritoneomuscular mg pst . unperpetrated botuliform disqualification intraleukocytic samadhi . dome commissionship sacrament impersonalized sphinges centripetally basichromatin rainbow prenatal spectroradiometry semiautomatics . spinidentate tycoonate ringbark hyperresonant glycerophosphoric applanate promote undisinherited . onychophyma animists wisents hydroxylate genuflex . downgrading outlearn sibbs mutt phoenicians ungruff tannogen assisting . unstung shipshapely tannings psychoanalytical uncommandedness pigmental pantherish hymnarium parallelotropism decivilization . franker unsuperscribed outquestion verbascose embroiling . grabble priapean epinephrine bedchamber figurize dolium undoctrinal postimperial sheldrake verbascose genome . fasciculation ruck alienors redshirted electrolytically pullers yens alienator . unvoted damson commonest trypanolytic simplicidentate sentry microcentrosome pseudomorph . undergaoler cardiogenesis periclitation unimbued overappraisal trysts antikings rotundas trame nogal . shends . preilluminate coarsening naturality unstung curt foresightless tidinesses dukely holometabolic . devilish floured . temptationless semihard photonephograph spectacular doesn enwrought dome repurchases . syndyasmian streptobacillus khis bebouldered oversecure . overdid cicutoxin coheirship pillowslips estuarine . ,financial,not_spam,False
Rats. Hey did u ever vote for the next themes?,not_spam,not_spam,True
Stupid.its not possible..U!!,financial,not_spam,False
re : 3 - rivers / king ranch / hplr liquids i have identified the additional hplc wellhead purchases and have made corrections to the interconnect tickets accordingly . jackie is still having difficulty identifying all the wellhead purchase . we feel there are at least 6 meters flowing a total of appox . 7000 a day that are not showing up on a hplc purchase or a hplr transport . i believe she has given you this information and will await instructions or for the purchases to be input reflecting the proper enron entity purchasing these volumes . we have worked very hard on this issue and i apologize that it has not yet been entirely corrected .,not_spam,not_spam,True
Oh ok.. Wat's ur email?,not_spam,not_spam,True
"re : koch midstream services co please change the sitara tickets dating back to january 2000 and let me know when you are finished . thank you , tina valadez daren j farmer 10 / 16 / 2000 11 : 15 am to : tina valadez / hou / ect @ ect cc : carlos j rodriguez / hou / ect @ ect , kristen j hanson / hou / ect @ ect subject : re : koch midstream services co since koch has told you that they sold the properties to duke , i would say that duke should be paying us for the gas . i had heard that koch sold the properties to another counterparty , but i wasn ' t sure to whom . i either talked or left a message with someone in the settlements area about two months ago about this after koch informed the trader that they should not be getting the invoices . however , i never heard back from anyone . this is related to the ces acquisition which came online the first of this year . the deal info we had at the time had this sale booked to koch . i can change the tickets in sitara to the duke counterparty ( or create new tickets ) today if you need me to , so that we can get the invoice out the door . you will still need to coordinate with the contract group in getting the correct contract in place for the deal . d tina valadez 10 / 10 / 2000 10 : 18 am to : carlos j rodriguez / hou / ect @ ect cc : kristen j hanson / hou / ect @ ect , daren j farmer / hou / ect @ ect subject : koch midstream services co i have been billing koch midstream services co under ena for meters ll - 1 - 0030 - comitas ( sitara # 144052 ) and ll - 1 - 0027 - volpe ( sitara # 144049 ) . my former accounting contact at koch , michael thomas , said that koch sold these south texas assets to duke energy field services back in 1999 . michael faxed a contract which i forwarded to cindy balfour flannigan in the contract area . cindy said she can ' t tie the deals in the contract to our system so she can ' t recognize the assignment . cindy has left messages with koch , but she has not been able to resolve the issue . koch is refusing to pay for the gas and there is currently over a million dollars outstanding relating to these deals . i need to find out whether koch or duke is responsible for paying for this gas . do you have any information regarding this issue ? thanks , tina valadez 3 - 7548 - - - - - - - - - - - - - - - - - - - - - - forwarded by tina valadez / hou / ect on 10 / 10 / 2000 10 : 03 am - - - - - - - - - - - - - - - - - - - - - - - - - - - from : ami chokshi @ enron 10 / 09 / 2000 02 : 47 pm to : tina valadez / hou / ect @ ect cc : subject : tina , with regards ti the koch midstream , you could talk to daren farmer about it . also , carlos rodriguez could help . ami",financial,financial,True
"Thursday night? Yeah, sure thing, we'll work it out then",not_spam,not_spam,True
Ok i am on the way to railway,not_spam,not_spam,True
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good.",not_spam,not_spam,True
"re : correction to 4 / 5 / 00 nominations for eastrans and nomination for 4 / 6 / 00 this is the latest update via a verbal agreement between chad cass and darren farmer . . . april 5 effective 9 : 00 am the nominations and redeliveries are "" 0 "" the fuels cotton valley volume of 7800 mmbtu will be purchased by hpl at gas daily ( hsc - 5 ) . april 6 effective 9 : 00 am the nominations and redeliveries are "" 0 "" the fuels cotton valley volume of 7800 mmbtu will be purchased by hpl at gas daily ( hsc - 5 ) . april 7 until further notice the nominations and redeliveries will be at "" 0 "" fuels cotton valley gas will be purchased by hpl at a "" to be determined price . "" * * * * darren - please give me a call so we can discuss the pricing for the fcv gas . if anyone has any questions please feel free to give me a call . thanks , chad cass 713 - 627 - 6202 marta k henderson 04 / 06 / 2000 07 : 49 am sent by : marta k henderson to : stacey . neuweiler @ enron . com , dfarmer @ enron . com , briley @ enron . com cc : william e . speckels / gcs / cec / pec @ pec , chad w . cass / gcs / cec / pec @ pec , darrel f . bane / easttexas / pefs / pec @ pec , michael r . cherry / easttexas / pefs / pec @ pec , donna c . spencer / gcs / cec / pec @ pec , cheryl l . horning / gcs / cec / pec @ pec , julia a . mohn / gcs / cec / pec @ pec , dora j . levy / gcs / cec / pec @ pec , bruce mcmills / ftworth / pefs / pec @ pec , sharon beemer / ftworth / pefs / pec @ pec subject : correction to 4 / 5 / 00 nominations for eastrans and nomination for 4 / 6 / 00 beginning 2 : 00 pm on 4 / 5 / 00 nomination : deliveries : 0 mmbtu into eastrans redeliveries : 0 mmbtu for 4 / 6 / 00 , the nomination is as follows : deliveries : 0 mmbtu into eastrans redeliveries : 0 mmbtu",not_spam,not_spam,True
"neon discussion september 20 like we talked about in our meeting in august , i am planning on ? getting material out for discussion on the friday preceding the neon meeting . ? if it would help you to get it sooner , let me know so we can see what would help . ? also , if you can ' t open the attachment ( it is written in microsoft word ) , let me know so that we can again do whatever ' s necessary to get it to you . ? keep me in touch with how things are going for your group ; successes , problems , etc . ? i ' ll be praying for your groups . ? in him , ? bobby - neon measuring success lesson 1 . doc",not_spam,not_spam,True
"Nationwide has noticed your debit card was recently used on 25-10-2015 13.04.43, at APPLE ONLINE STORE for 1976.00 GBP. If not you please urgently call fraud preventaion on 03303800232 or intl +443303800231. Do not reply by SMS http://www.Nationwide.co.uk/",fraud,fraud,True
They will pick up and drop in car.so no problem..,not_spam,not_spam,True
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth �33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,not_spam,not_spam,True
Guai... �� shd haf seen him when he's naughty... �� so free today? Can go jogging...,not_spam,not_spam,True
I called and said all to him:)then he have to choose this future.,not_spam,not_spam,True
Hey now am free you can call me.,not_spam,not_spam,True
"re : revised - tenaska iv - cleburne plant daren , we are working with mark mccoy on getting some things repathed in the system . it appears that we have not been actualizing the receipts in unify just the deliveries - not sure why ? ? ? ? . we have been paying the suppliers based on whatever they invoice us for , which typically has been a smaller number than what we have in unify . also , we have not been able to get a contact for the allocation statement . in some cases , we get the summary sheet , but no detail and some months we don ' t get anything at all . do you know of a good contact that we can call so that we receive the allocation on a timely and consistent basis ? the contacts on the allocation statements that we do have are not returning phone calls . i also need to know what was the beginning balance when we took this on for tenaska ? anything else that we need from you , i will call you . thanks , rw daren j farmer 03 / 05 / 2001 10 : 26 am to : rita wynne / hou / ect @ ect cc : subject : revised - tenaska iv - cleburne plant rita , since i was out of the office most of the week , i missed reading this e - mail . i am open any afternoon this week except for friday ( all day ) and bob ' s staff meeting tomorrow ( if we have it ) . let me know when you want to meet . d - - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 03 / 05 / 2001 10 : 27 am - - - - - - - - - - - - - - - - - - - - - - - - - - - mary comello @ enron 02 / 27 / 2001 04 : 21 pm to : greg whiting / corp / enron @ enron , bob m hall / na / enron @ enron , daren j farmer / hou / ect @ ect , jim pond / corp / enron @ enron , megan parker / corp / enron @ enron , kelly ellis / corp / enron @ enron cc : heather choate / hou / ect @ ect , brandee jackson / na / enron @ enr subject : revised - tenaska iv - cleburne plant please see the following reschedule meeting : date : monday , march 5 time : 9 - 10 am place : eb 3268 thanks , mary x 35999 - - - - - - - - - - - - - - - - - - - - - - forwarded by mary comello / corp / enron on 02 / 27 / 2001 04 : 17 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - mary comello 02 / 27 / 2001 11 : 02 am to : greg whiting / corp / enron @ enron , bob m hall / na / enron @ enron , daren j farmer / hou / ect @ ect , jim pond / corp / enron @ enron , megan parker / corp / enron @ enron cc : heather choate / hou / ect @ ect , brandee jackson / na / enron @ enr subject : revised - tenaska iv - cleburne plant the above meeting has been cancelled for today and will advise you of the reschedule . thanks , mary x 35999 - - - - - - - - - - - - - - - - - - - - - - forwarded by mary comello / corp / enron on 02 / 27 / 2001 10 : 59 am - - - - - - - - - - - - - - - - - - - - - - - - - - - mary comello 02 / 22 / 2001 02 : 59 pm to : greg whiting / corp / enron @ enron , bob m hall / na / enron @ enron , daren j farmer / hou / ect @ ect , jim pond / corp / enron @ enron , megan parker / corp / enron @ enron cc : heather choate / hou / ect @ ect , brandee jackson / na / enron @ enron subject : tenaska iv - cleburne plant per the request of rita wynne , please plan to attend the following meeting : topic : tenaska iv - cleburne plant date : tuesday , feb . 27 time : 1 - 2 pm place : eb 37 cl thanks , mary comello x 35999",financial,financial,True
Special deal: Get a free gift with every order over $100. Shop now and claim your reward!,lottery,lottery,True
Mm you ask him to come its enough :-),not_spam,not_spam,True
"re : ami chokshi resigns i have an exit interview scheduled for 2 pm on fri . is there any way we can make the interview a little later in the afternoon , so i can have most of the afternoon to train my replacement . thanks , ami from : hector mcloughlin 10 / 17 / 2000 04 : 54 pm to : david baumbach / hou / ect @ ect , ami chokshi / corp / enron @ enron cc : janet de la paz / hr / corp / enron @ enron , francisco dejesus / na / enron @ enron , annemarie allex / na / enron @ enron subject : re : ami chokshi resigns ami and david , either frank or annemarie will conduct your exit interview on friday . janet de la paz will set up the exit interview time and place . sorry to hear that you are leaving . stop by before you go . hgm enron capital management from : david baumbach @ ect 10 / 17 / 2000 02 : 16 pm to : hector mcloughlin / corp / enron @ enron cc : sally beck / hou / ect @ ect , thomas a martin / hou / ect @ ect subject : ami chokshi resigns ami has decided to resign from her present position . her reason is that she wants a change in atmosphere / scenery . she has decided to pick up and move to san francisco . she does not a job lined up and tom martin has agreed to let her stay until friday , october 20 . hector , let me and ami know more about the time / location of the exit interviews . also , if there is something else you need from me in this process , please let me know . david baumbach",not_spam,not_spam,True
